Point Longitude,Point Latitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12
31.30724680309761,30.511524803097608,443.73858125567835,519.6598084208581,807.4609849098448,839.1461264447349,1319.3268390331884,2223.1025063585157,2511.6197700716166,2607.4101646585223,2736.0861423860842,2735.1963027641705,2095.078653719201,1455.6325509862043
31.340413803097608,30.47885780309761,419.5716617240212,503.61593330826116,807.598865208483,775.5188454048621,1303.5205700801941,2319.464895285543,2671.541382248565,2735.325042408387,2864.4996702130697,2871.404180007637,1999.8663838871873,1328.1040122824975
30.847440803097612,31.02607980309761,467.09992942250994,519.3105921109901,839.4372411384668,815.6480805013641,1447.4117153732016,2663.9682769809624,3152.2707023322364,3214.7669841173706,3375.908463092058,3351.3553719008264,1943.1362325366952,1223.390635252013
30.890385803097608,31.020357803097607,459.5813169720014,495.2254395841107,743.7268570304086,816.5836156727704,1255.8479053642607,2256.4229790279164,2607.5833597766073,2671.0724521527263,2799.221753782377,2791.9692680226917,1767.5690781811277,1239.057986561358
30.88966380309761,31.02066380309761,459.65136798035826,495.19237251520224,743.6634836524114,816.3967853863263,1239.245309840509,2256.3733096379574,2639.955659320605,2671.140152001026,2831.5659813565144,2807.231380208333,1751.298510188147,1239.0594985772334
30.92760780309761,30.986079803097606,551.0729636520001,615.4686574388465,855.8880829864639,983.7929886655712,1367.8176320233697,2247.6806582764675,2512.3421894809394,2544.0876137225164,2702.991212962438,2738.062803185848,1943.8583782790702,1447.2755410751686
30.97605280309761,30.966413803097613,455.63160882364605,519.4481290566731,775.7943526138322,855.5819188407492,1287.6172268296227,2248.05989404799,2599.689669228978,2679.4523921525224,2807.2415481088583,2800.3504334602735,1847.657452077705,1287.4109488589004
31.02763580309761,30.95755280309761,411.5460179276255,487.89116719242895,759.6165947357777,791.4945716424969,1255.4856646039807,2224.2085083191746,2544.5315388570684,2639.681365411131,2734.550855409453,2759.3856378667533,1767.1065570204066,1191.2067773617166
31.08174680309761,30.961413803097606,411.40059286995864,487.317696832495,759.1789909678797,783.5864407423587,1319.1746756487025,2423.925050495336,2799.154459646123,2871.761586445106,2991.407546923134,3015.5961893161643,1927.5353762320353,1239.1151710527934
31.138107803097608,30.96485780309761,491.5126050420168,630.9736408566721,935.7094613099624,1047.3794347564642,1543.3541137855577,2375.4157399847977,2607.2747953766475,2671.461160637258,2735.2318737850524,2743.3205932790893,2159.6059648108676,1582.9430583457543
31.21071880309761,30.98010780309761,439.20718927121555,535.5265784645424,839.3762480427519,910.5764059175508,1455.416274299319,2287.782574455899,2511.927115200219,2543.178713050802,2639.6770694997786,2639.016367140931,1967.3009503130756,1391.3588208925491
31.26480280309761,30.98652480309761,391.17329641061156,487.6653718828533,791.4654993943402,815.6889513272403,1358.9751725067777,2319.370754836721,2607.8569859686295,2670.8953379324516,2798.6931130791154,2797.9637568901544,1872.2072855568367,1263.649534016458
31.257774803097607,31.045607803097607,363.39558122243875,455.3907910005523,775.6834079725771,775.6283352763187,1367.597991765582,2511.263495195607,2990.6292184788376,3087.051524828357,3248.3808430717872,3255.354990954142,1871.3279118039402,1207.3336846404152
31.27419080309761,31.089413803097607,331.5327203389302,407.4426415466563,711.5326415498492,591.1788713309669,1199.1427642565775,2575.527564799917,3247.2436639961293,3343.5381981467854,3534.9481796439013,3536.6422903743824,1678.5151910147613,967.8788813332053
31.32494080309761,31.12813580309761,395.45175072051734,487.26832063185,791.5262469535255,815.5540209204282,1391.8670330062082,2543.840180492632,3056.110904211622,3120.2997411967694,3310.122356859566,3310.0,1871.2996191897976,1263.217677269483
31.39499680309761,31.120996803097608,559.2251977711524,687.7982022211526,911.6631919799711,1135.7184673103159,1487.221852040586,2000.0290916861272,2191.7994595274004,2222.930171289763,2351.683174740484,2399.4859358197978,2064.4962732179715,1615.1055246560902
31.46774680309761,31.12285780309761,519.860981010257,631.6151880676792,935.7889149680071,1047.3670436141092,1543.2445240327716,2607.2442748091603,3024.17873579274,3087.4813798923938,3247.7568458907117,3278.5315924902316,2095.2965858086645,1479.4863148465122
31.522440803097613,31.136302803097607,477.5058229445042,607.0214183381092,1038.9232522103728,1070.6477146396464,1759.3293843378137,2991.392074595205,3503.6366103075975,3695.500663419403,3887.7375114531787,3936.587386720279,2448.018762235464,1551.572774612668
31.56135780309761,31.077885803097608,359.84520703689265,462.97836572990764,903.6162866275499,759.638673137386,1583.6693286912412,2959.3614355618174,3568.2759527809717,3728.4486810604235,3887.725104719955,3873.3803664995885,2063.719249296871,1199.2064994352102
31.582468803097612,31.048496803097606,367.47558022981576,494.74832333382045,911.0540804821345,910.7428203255874,1615.3186622523583,2927.812828307999,3503.144105633133,3727.0744863509203,3887.64812590411,3936.7423841682657,2127.332618521752,1296.2067191785497
31.408163803097608,30.44699680309761,371.4827128015818,503.58833847430725,807.4927226947524,806.95381829506,1367.4430040549776,2326.969337938472,2695.6377026939726,2799.3620338042,2895.1933914224287,2918.273230542114,1991.4079564194258,1287.4868950471823
31.336413803097606,30.36227480309761,459.53671513152483,567.5340695095415,839.4697033463355,935.4892068330191,1335.5993817495685,2199.5921167000492,2479.3794653093046,2607.320705816426,2703.714822146084,2695.84365330583,2127.217963195927,1495.4350169649238
31.20099680309761,30.08744080309761,1003.1959324338733,1159.4541897880156,1479.899878471252,1839.5261524822693,2064.189000247194,2191.1947081485205,2287.222454152377,2287.1555348375205,2351.252196464046,2343.9257304086645,2703.6680554883874,2543.31211478782
31.163274803097607,30.065163803097608,891.7942870684313,1015.4225753245023,1335.4996026581593,1711.682626550046,1968.242542081759,2351.500248500527,2479.2311953617213,2511.71924797589,2575.785256907363,2630.533484180103,2704.1693900736486,2480.263388388388
31.12416380309761,30.098190803097612,571.3649346862171,663.091100798872,951.5002758251542,1031.6031286331174,1423.2816669147421,2319.652234486616,2543.484170020427,2607.4264173979395,2671.391884843352,2703.151542771032,2167.667460929287,1511.4841553170156
31.11685780309761,30.16052480309761,531.0969028464642,615.4530773782633,910.9468421020915,974.9960266239988,1390.8200196134069,2287.58785970956,2479.491309913428,2511.251915236463,2639.4669041974826,2672.8547511941756,2159.1999201944886,1519.5687542999956
31.104246803097613,30.207940803097607,499.7158983122594,583.389409262582,855.5693077532657,936.0971731014836,1319.9580314065051,2127.2430878987734,2351.178219652729,2415.590183730026,2510.9837999746346,2544.299830360074,2023.522283964618,1495.5613926889444
31.08241380309761,30.290413803097607,453.51397468823023,519.2294667677535,775.3412808177992,807.8008614137319,1175.7818818012208,2031.670373513089,2287.6563038668796,2319.4565130055585,2415.906327015446,2447.2467624719957,1831.6945201673818,1287.1853935320476
31.065190803097607,30.355802803097607,481.5018735688016,603.6328843817673,839.321050393366,999.3253660407921,1303.379746835443,1943.683605951173,2191.596907583321,2223.2819785236966,2319.6211099420693,2320.259606172548,1975.7497340339796,1543.2319121109076
31.009246803097607,30.46957980309761,429.67080734652274,531.7076915650481,807.7484316405931,823.4811767126104,1271.435687732342,2159.937539324888,2480.008752530758,2511.822108597788,2639.143574203089,2639.355692575437,1911.7746309829924,1303.72903555877
