Point Longitude,Point Latitude,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07
31.582468803097612,31.048496803097606,926.3238754847657,3481.3703730693887,493.00000000000017,882.6296893908827,2913.0,2012.999999999999,1177.6242936081935
31.408163803097608,30.44699680309761,1023.0,2620.0,536.2708498808579,900.0000000000001,2530.0,2061.0,1318.4991304347825
31.336413803097606,30.36227480309761,926.0292935094778,2324.15407190022,474.99999999999966,796.4241472563898,2294.0000000000005,1913.0,1269.0
31.20099680309761,30.08744080309761,1405.998248686515,1852.0012373174955,755.0,1144.8050706532183,1994.0783064531547,2097.0,1867.0194884287455
31.163274803097607,30.065163803097608,1314.7085325522983,2194.0,689.0,1068.4837545126354,2257.999999999998,2138.7044100119188,1833.0000000000002
31.12416380309761,30.098190803097612,957.0,2248.0,584.0,892.6739659367397,2214.091860913005,1829.4708118381755,1213.0
31.11685780309761,30.16052480309761,891.0,2203.8831312017646,495.0,832.9987577639752,2156.1266618543327,1799.0,1229.0
31.104246803097613,30.207940803097607,859.0,2130.0832024131214,454.99999999999994,770.3544168330437,2099.0633061204776,1744.7446391213355,1178.43142476698
31.08241380309761,30.290413803097607,778.0,2195.0,396.81375892914565,717.0,2140.5009310986966,1700.0,1059.4050104384135
31.065190803097607,30.355802803097607,885.6842328613866,2077.5513513513515,430.8665780141845,745.0,2065.508634739314,1763.0,1273.4778325123152
31.009246803097607,30.46957980309761,790.9999999999997,2524.0,419.0,766.9999999999999,2328.87408889342,1774.0,1083.0
